id,smiles,inchikey
Z730759664,O=C1CCc2cc(C(=O)Nc3cccc(-c4cn5c(n4)CCCC5)c3)ccc2N1,OEKCQQHFEHBCHR-UHFFFAOYSA-N
Z1482217842,COc1cc(Oc2ccccc2)ccc1NC(=O)N(C)CCCn1ccnc1,BCJRAHMXUCWGKP-UHFFFAOYSA-N
Z1505281759,CCc1nc(C(=O)N2CC(C)Oc3ncccc32)nn1-c1ccccc1Cl,TXWKFIJWCQVACX-UHFFFAOYSA-N
Z1724365998,CCN(CC(=O)Nc1cccc(OC)c1)C(=O)CCn1c(C)nc2ccccc21,ZZAAZIZSYFTZRN-UHFFFAOYSA-N
Z1865609970,Cc1cc(Br)ccc1NC(=O)CN1CCC(c2ccncc2)CC1,JMSSHUPNIYQRNA-UHFFFAOYSA-N
Z740046044,CCOC(=O)CN(C(=O)c1csc(-c2ccccc2)n1)c1ccccc1F,SEKUVIYTVPCYJP-UHFFFAOYSA-N
Z410714354,CCOc1ccc(Oc2ccc(NC(=O)NCCCn3ccnc3)cc2)cc1,NZDMIRMIOIMWML-UHFFFAOYSA-N
Z1510686754,COc1cccc2c1CCCCN2C(=O)c1nc(C)n(-c2ccccc2Cl)n1,DBTQTQNAGGOUAL-UHFFFAOYSA-N
Z1404377033,O=C(c1ccc(=O)n(-c2ccc(F)cc2)n1)N(c1ccc(F)cc1)C1CCCC1,HEIOERFBJUGCAD-UHFFFAOYSA-N
Z1518669923,CN(C(=O)c1ccn(-c2cccc(C(F)(F)F)c2)n1)c1ccc2c(c1)OCO2,KGPYWLBTIMQHSE-UHFFFAOYSA-N
Z1161009327,COc1ccccc1-c1nc(C(=O)N2CCCc3c(F)ccc(C)c32)cs1,XVOVQIHTEVUQPV-UHFFFAOYSA-N
Z1180212442,Cc1ccc(Oc2ccc(NC(=O)N3CCOC(Cn4cccn4)C3)cn2)cc1,AASCRBYFHLEZBM-UHFFFAOYSA-N
Z319018574,N#Cc1ccc(NC(=O)CCN2CCN(c3ncnc4sccc34)CC2)cc1,BWMQLGJFDPYDQS-UHFFFAOYSA-N
Z1265460781,CCC1CN(C(=O)c2csc(-c3ccccc3OC)n2)c2ccccc2O1,OYAKSMRHPPTUBJ-UHFFFAOYSA-N
Z740049304,CCOC(=O)CN(C(=O)c1ccn(-c2ccc(F)cc2)n1)c1ccccc1F,UKZPHWDAOKLGOM-UHFFFAOYSA-N
Z1224717242,CCC(C(=O)OC)N(C(=O)c1csc(-c2ccccn2)n1)c1ccccc1,DPAMVTMXUXGUFT-UHFFFAOYSA-N
Z1100729191,COc1ccc(Sc2ccc(NC(=O)NCCCn3ccnc3)cc2)cc1,VHPCARUUPMUVLB-UHFFFAOYSA-N
Z740635846,CCOC(=O)c1cccc(N(CC)C(=O)c2cc(-c3ccccc3)on2)c1,CQWYAEDLNLKKOL-UHFFFAOYSA-N
Z1014219470,CSc1cccc(N(C)C(=O)c2nnn(-c3cccc(Cl)c3)c2C)c1,KGTYBJYGDFLLKN-UHFFFAOYSA-N
Z970313126,N#Cc1ccc(NC(=O)c2nc(C3CC3)n(-c3ccccc3Cl)n2)cc1,FMKTVHMVQXSRRE-UHFFFAOYSA-N
Z1443304507,Cc1ccc(-c2nc(C)sc2CC(=O)N(CC2CC2)c2cccnc2)cc1,VWINSZQADPXLOG-UHFFFAOYSA-N
Z1165365801,Cc1c(C(=O)N2CCCc3ccccc32)nnn1-c1ccc2c(c1)OCCO2,UIESEGBIYBRWHF-UHFFFAOYSA-N
Z1663836202,O=C(CCCCc1c[nH]nn1)Nc1cccn(Cc2ccc(F)cc2)c1=O,WGUMQYFMOBPOJJ-UHFFFAOYSA-N
Z1622983990,Cl.O=C(NC1CCN(c2ccc(Cl)c(Cl)c2)C1=O)C1CCCN1,AJRQFKMYHHHEAS-UHFFFAOYSA-N
Z1434787059,CCOc1c(F)cccc1C(=O)N(C)C1CCCc2nc(CC)sc21,CHHDDYYCGGPCCE-UHFFFAOYSA-N
Z1129626468,CNC(=O)COc1ccc(NC(=O)c2cc(C)n(-c3ccccc3)n2)cc1,OFPFYWGRNIHZTL-UHFFFAOYSA-N
Z1518661975,Cc1ccc(-n2nnc(C(=O)N(C)c3ccc4c(c3)OCO4)c2C2CC2)cc1,KJCWYTPMALFRKB-UHFFFAOYSA-N
Z1443304153,COc1ccc(C)cc1-n1ccc(C(=O)N(CC2CC2)c2cccnc2)n1,PFVRRHALOVAYBS-UHFFFAOYSA-N
Z1443299121,Cc1c(C(=O)N(CC2CC2)c2cccnc2)cnn1-c1cccc(Cl)c1,VGZGEUUBXJILQP-UHFFFAOYSA-N
Z1698787110,COCc1c(C(=O)N2CCN(C)c3ccccc32)cnn1-c1ccccc1,RJYHACYGMWFXQE-UHFFFAOYSA-N
Z1820897848,Cc1nn(C(F)F)c(C)c1CC(=O)N1CCCSc2ccc(F)cc21,YMDCLDGFTUPZKJ-UHFFFAOYSA-N
Z1157885349,COc1ccc(NC(=O)c2cn(C)nc2-c2ccccc2Cl)cc1OC,QPLKNOYZXKPPGL-UHFFFAOYSA-N
Z1458816316,O=C(c1ccn(-c2c(F)cccc2F)n1)N(c1ccccn1)C1CCCC1,MVPSOKQFTURQJR-UHFFFAOYSA-N
Z1318132213,O=C1CCN(Cc2coc(-c3ccc(F)c(F)c3)n2)c2ccc(F)cc2N1,FTCZBKAPTQEODO-UHFFFAOYSA-N
Z1155268150,Cc1ccccc1-n1ncc(C(=O)Nc2ccccc2SCCC#N)c1C,HAPJGKHRNYDYOR-UHFFFAOYSA-N
Z963532864,Cc1ccccc1-n1ncc(C(=O)Nc2ccc(OC(C)C)cc2F)c1C,KQEUIWJHHDHFBE-UHFFFAOYSA-N
Z1231998987,COc1cccc(-c2nc(C(=O)N(C)c3cccc(C)n3)cs2)c1OC,KEMIKAUFMWODJY-UHFFFAOYSA-N
Z1715884122,COc1ccc2c(c1)N(C(=O)c1nn(-c3ccccc3)cc1C)CC(C)O2,PZQYFWBSZAZLNB-UHFFFAOYSA-N
Z1500889226,COc1ccc(N(C)C(=O)c2csc(-c3ccc(C)cc3)n2)c(OC)c1,CQLMZPOLGIUUHR-UHFFFAOYSA-N
Z383159038,O=C(Nc1ccc(CN2CCCC2)cc1)c1ccn(-c2ccccc2F)n1,VSAQXDSRWKYLLZ-UHFFFAOYSA-N
Z1443332219,Cc1ccnc(-n2nccc2NC(=O)CN2C(=O)CCc3ccccc32)c1,UWQRRXFSGCWNSM-UHFFFAOYSA-N
Z1155058518,O=C(c1csc(-c2ccoc2)n1)N1CCSc2ccc(Cl)cc21,PQBFBYOZROUDFG-UHFFFAOYSA-N
Z1771646248,COc1cccc(NC(=O)CN2CCC(c3nc4cccc(C)c4o3)CC2)c1,NNKJWNYTKBJMOW-UHFFFAOYSA-N
Z1443302149,COc1ccc(-c2cc(C(=O)N(CC3CC3)c3cccnc3)sc2C)cc1,OFAZDDWFQKKYCH-UHFFFAOYSA-N
Z1458977333,COCCc1ccc(Oc2ccc(NC(=O)C3CCNC3)cc2)cc1.Cl,FPIWIVSIQCUITH-UHFFFAOYSA-N
Z856090506,Cc1nn(C(F)F)c(C)c1CC(=O)N1CCSc2ccc(Cl)cc21,BGACMUKWLJKTOZ-UHFFFAOYSA-N
Z1251530106,CN1CCCN(C(=O)c2csc(-c3cnccn3)n2)c2cc(F)ccc21,UXALHOBPAPAIPS-UHFFFAOYSA-N
Z1275520358,COc1ccc2c(c1)N(C(=O)Cc1ccn(-c3ccc(F)cc3)n1)CCO2,YKNFRRBFISNQMO-UHFFFAOYSA-N
Z1443307922,CCOc1cn(-c2ccccc2)nc1C(=O)N(CC1CC1)c1cccnc1,SVLQRGMEBNLULS-UHFFFAOYSA-N
Z367557984,O=C(CCN1CCCC(c2nc3ccccc3o2)C1)Nc1cccc(F)c1,ZNOCGZQNPSSOAI-UHFFFAOYSA-N
Z1262303889,COCCN(C(=O)c1ccn(-c2cccc(F)c2)n1)c1ccc(C#N)cc1,OUAKAHQNLQRDDJ-UHFFFAOYSA-N
Z1667278404,Cc1nn(C(F)F)c(C)c1CC(=O)N1CCCCc2ccc(Cl)cc21,YRLKBYOGMQGQQR-UHFFFAOYSA-N
Z125796656,COc1ccc(NC(=O)C(C)N2CCC(c3nnc4ccccn34)CC2)cc1,OLDXWTRQHKUUQC-UHFFFAOYSA-N
Z1457211164,COc1ccc(N(C(=O)c2csc(-c3ccncc3)n2)C(C)C)cc1F,JMDYUVKONLUQMT-UHFFFAOYSA-N
Z1014223140,CSc1cccc(N(C)C(=O)c2nc(C)n(-c3ccc(Cl)cc3)n2)c1,JPPSEABJXBRNRU-UHFFFAOYSA-N
Z1533439497,CCOc1ccc(F)c(C(=O)Nc2ccc(-n3ccnc3)c(F)c2)c1F,GSCMAQCEWQCHNF-UHFFFAOYSA-N
Z1318973388,CN1CCOc2ccc(NC(=O)c3cnn(-c4ccccc4)c3C3CC3)cc21,KZNCFGGWAKAXEN-UHFFFAOYSA-N
Z1224718026,CCC(C(=O)OC)N(C(=O)c1cn(-c2cccc(C)c2)nn1)c1ccccc1,IPGSUADVMKRMHC-UHFFFAOYSA-N
Z1264997849,CC1CCN(C)c2ccccc2N1C(=O)c1cnc(-c2ncccn2)s1,WPZCURNYVYUPRE-UHFFFAOYSA-N
Z1224712859,CCN(C(=O)c1ccc2c(C)nn(-c3ccccc3)c2n1)c1ccncc1,VZAPLIHQPNBHJA-UHFFFAOYSA-N
Z1527661529,COc1ccc(N(C)C(=O)c2nc(-c3cccc(Cl)c3)[nH]c2C)cn1,JHJPYOMXPXHMDT-UHFFFAOYSA-N
Z1497908647,CC(=O)Nc1ccc(SCc2ccn(-c3c(F)cccc3F)n2)cc1,ZPWGQICNGSWUBP-UHFFFAOYSA-N
Z1101810675,COc1ccc(-c2cc(C(=O)Nc3ccc(F)cn3)sc2C)cc1,FIZLGGIIIPXZCC-UHFFFAOYSA-N
Z1233340476,Cc1ccc(-n2nc(C(=O)N(C)c3ccccn3)c3c2CCC3)c(C)c1,ZVCIFTIHKGNPSN-UHFFFAOYSA-N
Z1901977617,CO[C@@H]1CCCC[C@H]1NC(=O)c1nnn(-c2ccccc2Cl)c1C,WROXGBQDBSHVNF-UKRRQHHQSA-N
Z1023095528,COc1ccc(N(C)C(=O)c2cc(C)c(-c3ccc(F)cc3)s2)cn1,YACWWIHIADDLIS-UHFFFAOYSA-N
Z1319272516,CSCc1cc(C(=O)Nc2cccc(-c3nccn3C)c2)ccc1F,YYTALSXCDOYGDR-UHFFFAOYSA-N
Z1228034389,O=C(c1ccn(-c2ccccc2Cl)n1)N1CCOc2cc(F)ccc21,FHJCNNMTNHHYBQ-UHFFFAOYSA-N
Z1319985024,COc1ccc(C(=O)Nc2nc(C)ccc2OC)cc1-c1ccccc1,UYZDFTHOHGEURD-UHFFFAOYSA-N
Z221505882,CN(C(=O)c1ccc(-c2cccc(C(F)(F)F)c2)o1)c1ccccn1,JUSDPBRGKZAUMZ-UHFFFAOYSA-N
Z1042887446,CN(C(=O)c1ccn(-c2ccccc2Cl)n1)c1cc(F)ccc1F,ANFPONPHJGEFEW-UHFFFAOYSA-N
Z1355356587,COc1ccc(-n2ccc(C(=O)N(C)c3cccnc3N(C)C)n2)cc1,KMQRAQSRLLQNJE-UHFFFAOYSA-N
Z1408569960,COc1ccc(N(C)C(=O)Cc2nc(-c3ccccc3)oc2C)cc1F,ONMKXWOKJVNLBV-UHFFFAOYSA-N
Z1161007492,Cc1cc(F)cc2c1N(C(=O)c1csc(-c3ccccn3)n1)CCC2,TYRLVBRVOZSQDA-UHFFFAOYSA-N
Z1102114663,CCOc1cn(-c2ccccc2)nc1C(=O)Nc1ccc(N(C)C)nc1,BAYHTADMAPNVIX-UHFFFAOYSA-N
Z1360845787,COc1ccc(C)nc1NC(=O)c1nn(-c2ccc(F)cc2C)cc1O,FUMUETFUSQEGHC-UHFFFAOYSA-N
Z1549971641,Cc1ccccc1-n1cc(C(=O)Nc2ccc(S(C)=O)c(F)c2)cn1,ABPQKJCISVWIHE-UHFFFAOYSA-N
Z1530997418,Cc1ccc(-c2nc(C(=O)Nc3cncnc3N(C)C)cs2)n1C,ODDOXCMPVAMTAR-UHFFFAOYSA-N
Z1296412664,CCc1ccc(-c2ccc(C(=O)N(C)c3ccc(Cl)cn3)o2)cc1,NTWGODOHAGLWFY-UHFFFAOYSA-N
Z1229887960,COc1ccc(OC)c(-c2cc(C(=O)N(C)c3cccc(C)n3)no2)c1,UNEOFYZVAPEOBT-UHFFFAOYSA-N
Z1183507120,COCCOc1cccc(NC(=O)c2cnn(-c3ccccc3C)c2)c1,DZXMPJNVIUBHEC-UHFFFAOYSA-N
Z856054044,COc1ccc(C)cc1-n1ccc(C(=O)Nc2ccc(N(C)C)nc2)n1,UYWPRJQEMVLLAZ-UHFFFAOYSA-N
Z1967855714,CN(C(=O)C1CCN(C(=O)C2CC2c2ccccc2)C1)c1ccccc1,MPPWLCRHYDUIQR-UHFFFAOYSA-N
Z1551686531,Cc1ccc(NC(=O)c2nn(-c3ccccc3)cc2CCCO)c(C)c1,JQAMZSQNIINCQY-UHFFFAOYSA-N
Z1239570814,COc1ncccc1N(C)C(=O)c1csc(-c2ccc(C)cc2C)n1,FYNVERAJTIHHJV-UHFFFAOYSA-N
Z1908602880,O=C1NCC2CN(C(=O)N(c3ccccn3)C3CCCCC3)CCN12,GQGPEJVVJBMHJX-UHFFFAOYSA-N
Z1172742790,COCc1ccccc1NC(=O)c1cc(-c2ccccc2)ccc1Cl,PTSFARHTKADBDA-UHFFFAOYSA-N
Z1505281756,CC1CN(C(=O)c2cc(-c3cccc(Cl)c3)no2)c2cccnc2O1,JOHCNSMOQFUVSR-UHFFFAOYSA-N
Z1840969285,CC(NCc1ccc(N(C)C(C)C)nc1)c1ccc2c(c1)NC(=O)CO2,OCHWBXJXRZPCQO-UHFFFAOYSA-N
Z1274988261,Cc1cc(C(=O)N2CCN(C)c3ccc(F)cc32)nn1-c1ccccc1,ISQGVIUSKCRNSM-UHFFFAOYSA-N
Z1498098802,CCN(C(=O)c1cc(C)n(-c2ccc(F)cc2F)n1)c1cccnc1,BMYUYASFRFGCHZ-UHFFFAOYSA-N
Z1746685006,O=C(NC1CCc2ncnn2C1)c1cc(Cl)cc(C(F)(F)F)c1,TWINWFFXRYCPBJ-UHFFFAOYSA-N
Z1389542885,Cc1cc(C)n(-c2cccc(NC(=O)c3cc(C(N)=O)cn3C)c2)n1,ARTYJAGSXQUQJL-UHFFFAOYSA-N
Z381190330,CCN(C(=O)c1ccn(-c2ccc(F)cc2)n1)c1ccccc1C,RAYLYRCSFDJRHO-UHFFFAOYSA-N
Z1224712797,CCN(C(=O)c1csc(-c2ccc(C)cc2C)n1)c1ccncc1,CDZXIYJENHQKNX-UHFFFAOYSA-N
Z1392092524,O=C(c1cccc(-n2cccn2)c1)N1CCOc2ccc(F)cc21,FABWWPZGOFJLDK-UHFFFAOYSA-N
Z1456168881,Cc1cccc(-c2cncc(C(=O)Nc3c(C)cc(C)nc3C)c2)c1,DDZWDHMPDDNARY-UHFFFAOYSA-N
Z1564114998,O=C(Nc1ccc2c(c1)COC2)c1cnn(-c2ccccc2Cl)c1,YFKUNDUYUIGMGS-UHFFFAOYSA-N
Z1506559745,COc1cccnc1N(C)C(=O)c1ccn(-c2cccc(F)c2)n1,APPOIERYXTZJJE-UHFFFAOYSA-N
Z1815189817,CCN1CCC(NC(=O)N2CCCC3(CCCCC3)CC2)CC1,ZJTVACMZWMCLCA-UHFFFAOYSA-N
Z297024980,CCN(C(=O)c1csc(-c2ccsc2)n1)c1ccccc1C,SMDYOSPDRYRDLX-UHFFFAOYSA-N
Z1173456328,CN1CCN(C(=O)c2csc(-c3ccoc3)n2)c2ccccc21,DYMNMUNIBHFUEL-UHFFFAOYSA-N
Z1410170743,COc1ccc(C)nc1NC(=O)c1cncc(-c2ccc(C)cc2)c1,ICWCCQMFEQRHCO-UHFFFAOYSA-N
Z422198376,COc1ccc(C(=O)Nc2cccc(-n3nc(C)cc3C)c2)c(F)c1,WTVVWYCNLUFYTI-UHFFFAOYSA-N
Z383061270,CCOc1ccc(NC(=O)c2ccn(-c3ccccc3)n2)cc1OC,GZJKGFPRBIHJIZ-UHFFFAOYSA-N
Z1161165474,CCC1CCCN(C(=O)C2CC(=O)N(C3CCC(C)CC3)C2)C1,JJUZUNYNNPZGLD-UHFFFAOYSA-N
Z1229732021,Cc1cccc(N(C)C(=O)c2cnn(-c3ccccc3F)c2C)n1,FOGCLWDISAFRFY-UHFFFAOYSA-N
Z422202776,Cc1cc(C)n(-c2cccc(NC(=O)c3ccc(N(C)C)nc3)c2)n1,VFFIZXXARFSPTG-UHFFFAOYSA-N
Z1325893275,Cc1cc(-n2cncn2)ccc1C(=O)N1CCCc2cccc(F)c21,LREIIEHKSRHDFG-UHFFFAOYSA-N
Z1355360323,Cc1ccc(-c2cc(C(=O)N(C)c3cccnc3N(C)C)on2)cc1,YLZRWUDRGIZXRX-UHFFFAOYSA-N
Z1897323827,COc1cc(CNC(C)c2ccc3c(c2)NC(=O)CO3)ccc1C,DGCROMGCEBQCMH-UHFFFAOYSA-N
Z422202258,Cc1cc(C)n(-c2cccc(NC(=O)c3ccc4c(c3)CCO4)c2)n1,VBAVDVXMXSGYGN-UHFFFAOYSA-N
Z1264315786,CCCc1nc(C(=O)N(C)c2ccccn2)nn1-c1ccccc1F,TWWLMWIPEHBINU-UHFFFAOYSA-N
Z1443308990,O=C(c1ccc(-c2ccc(F)cc2)o1)N(CC1CC1)c1cccnc1,QONQVHPPMOSNOS-UHFFFAOYSA-N
Z1505280128,Cc1cc(C(=O)N2CC(C)Oc3ncccc32)nn1-c1ccccc1,SRCJLGULRWHGQP-UHFFFAOYSA-N
Z1538279805,Cc1c(C(=O)N(C)c2ccccc2N(C)C)cnn1-c1ccncc1,PJSXDDOCFKCAMQ-UHFFFAOYSA-N
Z444193340,Cc1cc(C)n(-c2cccc(NC(=O)c3cc(Cl)ccn3)c2)n1,QXEFKGPLNJRAKX-UHFFFAOYSA-N
Z1366913869,CCc1ccc(CC)c(NC(=O)c2csc(-c3ncccn3)n2)c1,KEXZUGPNNSUPGB-UHFFFAOYSA-N
Z383116044,CN(C)c1ccc(NC(=O)c2ccn(-c3ccccc3F)n2)cn1,JJUDUHAPMVEBFJ-UHFFFAOYSA-N
Z364964516,CCn1cnnc1-c1cccc(NC(=O)c2cc(F)ccc2C)c1,RJVIFIDECVAYNR-UHFFFAOYSA-N
Z1118833521,CN1CCN(C(=O)c2cnn(-c3cccc(Cl)c3)c2)c2ccccc2C1,ALGSBUDSNNHBCB-UHFFFAOYSA-N
Z131154980,Cc1nc(C(=O)N2c3ccccc3CC2C)nn1-c1ccc(Cl)cc1,ZVLHLDDJQPLBLP-UHFFFAOYSA-N
Z1471295877,COCCOc1ccc(NC(=O)c2cnn(-c3cc(C)ccc3C)c2C)cc1F,XLQUJRYQLCNCAK-UHFFFAOYSA-N
Z1504271933,O=C(Nc1ccccc1OCc1ccn(-c2c(F)cccc2F)n1)C1CC1,NGEJUFZDNZZTTG-UHFFFAOYSA-N
Z1155103872,COc1ccc(N(C)C(=O)c2nn(-c3ccc(C)cc3)c3c2CCCC3)cn1,MWBLIKJCGLPHPM-UHFFFAOYSA-N
Z1896974823,COc1cc(CN2CCC(NC(=O)NC3CCCCC3)CC2)ccc1C,WPGCZSPSIBETPS-UHFFFAOYSA-N
Z396125626,O=C(c1cc(-c2ccccc2Cl)[nH]n1)N1CCOc2ccccc21,QOSXMFPEEUDLNP-UHFFFAOYSA-N
Z453337760,Cc1ccccc1-n1ncc(C(=O)Nc2ccc3ncccc3c2)c1C(F)(F)F,CKVSJFLEDKMYJP-UHFFFAOYSA-N
Z1204474734,Cc1ccccc1-n1cc(C(=O)Nc2cc(Cl)ccn2)cn1,RUMNMMYBPCXCKN-UHFFFAOYSA-N
Z1845190108,O=C(NC1CCN(C2CCc3ccccc3NC2=O)C1)c1ccccc1,KLBOFHCZJPKSEK-UHFFFAOYSA-N
Z738158860,COCCOc1ccc(NC(=O)c2ccc(-n3nc(C)cc3C)cc2)c(C)c1,ICDHEVKOLAQUPW-UHFFFAOYSA-N
Z1513816564,Cc1sc(NCc2ccccc2)nc1-c1ccc2c(c1)CC(=O)N2C,BZZKFMXEAAQDBI-UHFFFAOYSA-N
Z1270684398,Cc1nc(-c2ccccc2)sc1CNc1cc2c(cc1Cl)NC(=O)CO2,YKTYVMYBOZMSOH-UHFFFAOYSA-N
Z1239255384,COC(=O)c1cc(F)c(C)c(NC(=O)c2coc(-c3ccccc3)n2)c1,KKSJVNFXRFZZRM-UHFFFAOYSA-N
Z1245942914,O=C(Nc1ccc(-n2cccn2)cc1C(F)(F)F)c1ccnc(-n2cccn2)c1,GFINNFHKQFTCCQ-UHFFFAOYSA-N
Z1478619780,Cc1ccc2cc(C(=O)N3CCC(NC(=O)c4scnc4C)CC3)ccc2n1,MEPAMOYIUSDKSM-UHFFFAOYSA-N
Z1767697863,O=C1CCc2ccc(OC(=O)c3cc(-c4ccco4)on3)cc2N1,RJTIDGGSSUTEBR-UHFFFAOYSA-N
Z1128974117,CCN(C(=O)c1cnn(-c2ccc(Cl)cc2Cl)c1)c1cccnc1,HRPVUQDMSCQKQA-UHFFFAOYSA-N
Z1220271566,Cc1ccc(NC(=O)C(=O)Nc2c3c(nn2-c2ccccc2)CCC3)cc1,NKSNTPXYMJHKEM-UHFFFAOYSA-N
Z1022118310,Cc1cc(C(=O)NC(C)c2ccc3c(c2)CC(=O)N3)sc1-c1ccc(F)cc1,UCMCLSNIBUHDCK-UHFFFAOYSA-N
Z1183510624,CCCNC(=O)c1ccc(NC(=O)c2cnn(-c3ccccc3C)c2)cc1Cl,BKSSMUAABYBWPI-UHFFFAOYSA-N
Z95494326,CCN(C(=O)c1csc(-c2ccc(F)cc2)n1)c1ccccc1,UWAQZJXFHUZXFC-UHFFFAOYSA-N
Z941224676,COCCOc1ccc(NC(=O)c2cn(-c3ccccc3Cl)nn2)c(C)c1,XHCZTBXWHHZBPI-UHFFFAOYSA-N
Z1210096145,Cc1ccc(NC(=O)CC2OCCc3ccccc32)c(-c2nc3ccccc3[nH]2)c1,FWSRAVRVVDSUNU-UHFFFAOYSA-N
Z1250506073,Cc1cc(C#N)ccc1N(C(=O)c1sc(-c2ccccc2)nc1C)C1CC1,MXVQKVUVXUZCCQ-UHFFFAOYSA-N
Z364917068,Cc1cc(N2CCOCC2)ccc1NC(=O)c1csc(-c2ccc(F)cc2)n1,ZYFVGVBXQHETBM-UHFFFAOYSA-N
Z1493652131,Cc1ccc(NC(=O)c2coc(-c3ccccc3)n2)c(N(C)C)n1,FXOFTLKCXQOTJA-UHFFFAOYSA-N
Z1466007133,CN(C)c1ncncc1NC(=O)c1cc(-c2ccc3c(c2)CCO3)no1,GIAJZCHKDKKUKS-UHFFFAOYSA-N
Z934680102,COc1ccc(N(C)C(=O)c2csc(-c3ccc(Cl)cc3Cl)n2)cn1,CVZPVSQUQZUTKA-UHFFFAOYSA-N
Z1498618013,COc1ccc2c(c1)N(C(=O)c1cc(C)nc(-c3ccc(Cl)cc3)n1)CCO2,XGUVXMBDFFLEJC-UHFFFAOYSA-N
Z1158239419,CN(C)c1ccc(NC(=O)c2cn(C)nc2-c2ccccc2Cl)cn1,ZYXSXBWZVIEDNX-UHFFFAOYSA-N
Z1493654110,Cc1ccc(NC(=O)c2cc(-n3cccn3)ccn2)c(N(C)C)n1,JZHQVYNNPFNCTO-UHFFFAOYSA-N
Z1021973766,CC(=O)Nc1cccc(NC(=O)c2cc(C)c(-c3cccc(Cl)c3)s2)c1C,MXEZTHSRDFPMIM-UHFFFAOYSA-N
Z1173457464,CN1CCN(C(=O)c2cnn(-c3cccc(Cl)c3)c2)c2ccccc21,IJJKBQYJWGGUGN-UHFFFAOYSA-N
Z1391629262,COc1ccc(F)c(NC(=O)c2cc(-c3cccc(Cl)c3)on2)c1,DHEJCIBQRNWTJW-UHFFFAOYSA-N
Z1443299128,O=C(c1cn(-c2ccccc2)nn1)N(CC1CC1)c1cccnc1,ILOLMTDCOYDOFC-UHFFFAOYSA-N
Z911804252,COc1ccc(NC(=O)c2cnn(C)c2-n2cccc2)c(Cl)c1,XAWDBZJMDPIWEN-UHFFFAOYSA-N
Z1437060981,CC(=O)N(C)c1ccccc1NCc1nc(-c2ccc(F)c(C)c2)no1,WEONIJVPMXLLBV-UHFFFAOYSA-N
Z750854994,O=C(Nc1cccc2cnccc12)c1ccn(-c2cccc(Cl)c2)n1,CAOFBGGLFYSQMS-UHFFFAOYSA-N
Z738166948,COCCOc1ccc(NC(=O)c2ccn(-c3ccc(F)cc3)n2)c(C)c1,JGWTYJUPQJGPCZ-UHFFFAOYSA-N
Z1422551537,CN(C(=O)c1cc(-c2ccccc2)[nH]n1)c1ccc2c(c1)CCO2,HNZZBJGVQQLZCC-UHFFFAOYSA-N
Z898977538,O=C(Nc1cccc(F)c1F)c1ccc(=O)n(-c2ccc(F)cc2)n1,CYSJMOOGSBPPTB-UHFFFAOYSA-N
Z1203052061,CCN(C(=O)c1sc(-c2ccc(F)cc2)nc1C)c1ccncc1,AMFSIUVYXULWRE-UHFFFAOYSA-N
Z1090326356,Cn1cnnc1-c1ccc(NC(=O)c2cc3ccccc3nc2N2CCCC2)cc1,UZOFGODISHSCLB-UHFFFAOYSA-N
Z1128974354,CCN(C(=O)c1csc(-c2ccc(Cl)c(Cl)c2)n1)c1cccnc1,JTUJPQHFQKJIOV-UHFFFAOYSA-N
Z1471196734,Cc1ccc(NC(=O)c2cc(C(C)C)n(-c3ccccc3)n2)cc1-n1cnnn1,PBQDZKGULMTJMS-UHFFFAOYSA-N
Z1478551287,Cc1ccc2cc(C(=O)Nc3ccc(-n4cccn4)cc3C(F)(F)F)ccc2n1,PWFJXPDQSWHPFP-UHFFFAOYSA-N
Z1515488842,CC(=O)c1ccc(Cl)c(NC(=O)c2cccc(-c3ccccn3)c2C)c1,RYXSNWTWWIQWPF-UHFFFAOYSA-N
Z1355359604,Cc1nc(C(=O)N(C)c2cccnc2N(C)C)nn1-c1ccccc1Cl,STWZVOFARVYGSF-UHFFFAOYSA-N
Z1047667486,COCCC(=O)N(c1nc(-c2ccc(C)cc2)cs1)c1cc(C)ccc1C,NBAPRQWMCCFGQM-UHFFFAOYSA-N
Z1148748648,Cc1cnccc1NC(=O)c1csc(-c2ccc(Cl)cc2)n1,IQSTUJRABSXPGT-UHFFFAOYSA-N
Z1348915548,O=C(c1ccn(-c2ccc(Cl)c(Cl)c2)n1)N1CCOc2ccncc21,DMRGEFHJMZSXGQ-UHFFFAOYSA-N
Z972565332,COc1ccccc1CC(=O)N1CCC(NC(=O)c2cn3cccnc3n2)CC1,DYGHZYCBDBKHPF-UHFFFAOYSA-N
Z1780647701,Cc1cc(NC(=O)C(=O)Nc2ccccc2C)n(-c2ccccc2C)n1,GAVXRWVUOPLHGD-UHFFFAOYSA-N
Z1204273080,O=C(NC1CCN(c2cccc(OC(F)(F)F)c2)C1=O)C1CCC1,LPWHOSVCICLIHU-UHFFFAOYSA-N
Z1487146301,Cc1cc(O)ccc1NC(=O)c1cnn(-c2ccc(Cl)cc2)c1C(C)C,JKBQFUNARLKZDC-UHFFFAOYSA-N
Z1537531374,Cc1c(C(=O)Nc2cc(N3CCCC3=O)ccc2Cl)cnn1-c1ccncc1,ZRSFVAVCZNBPAV-UHFFFAOYSA-N
Z1204217317,COc1ccc(Cl)cc1N(C)C(=O)c1cnn(-c2ccccn2)c1C,YIZDMGZMOQTNNG-UHFFFAOYSA-N
Z511742822,CCOc1cc(F)ccc1NC(=O)c1cnn(-c2ccccc2F)c1C,UOCWGLBTPSGWKS-UHFFFAOYSA-N
